Transaction ID,Product Name,Category,Units Sold,Unit Price,Total Revenue,Discount Applied,Store Location,Channel,Date of Sale,Day,Month,Year,Weather,Holiday
T03631,Tool Z,Electronics,10,4043.3,40433.0,5%,Kolkata,Online,2022-07-28,28,July,2022,Windy,Yes
T03632,Device M,Groceries,17,3774.1,64159.7,0%,Bengaluru,Online,2024-10-10,10,October,2024,Foggy,No
T03633,Tool Z,Groceries,10,3956.46,39564.6,10%,Ahmedabad,Online,2022-09-27,27,September,2022,Sunny,Yes
T03634,Gadget Y,Electronics,1,3754.1,3754.1,20%,Hyderabad,Offline,2024-06-26,26,June,2024,Windy,Yes
T03635,Widget A,Electronics,1,1493.49,1493.49,5%,Hyderabad,Online,2024-10-04,4,October,2024,Cloudy,Yes
T03636,Device M,Home Appliances,15,1275.46,19131.9,10%,Chennai,Online,2023-12-22,22,December,2023,Windy,Yes
T03637,Widget B,Electronics,1,3581.41,3581.41,10%,Pune,Offline,2024-09-14,14,September,2024,Cloudy,Yes
T03638,Tool Z,Electronics,3,3560.56,10681.68,15%,Mumbai,Online,2024-12-26,26,December,2024,Sunny,No
T03639,Widget A,Toys,6,4554.06,27324.36,5%,Kolkata,Online,2022-06-16,16,June,2022,Rainy,Yes
T03640,Gadget X,Groceries,10,2770.31,27703.1,5%,Kolkata,Online,2024-02-27,27,February,2024,Foggy,No
T03641,Widget B,Toys,9,1056.16,9505.44,15%,Hyderabad,Online,2023-06-27,27,June,2023,Sunny,No
T03642,Device M,Home Appliances,3,3688.85,11066.55,20%,Ahmedabad,Online,2022-11-20,20,November,2022,Foggy,Yes
T03643,Gadget X,Home Appliances,3,4610.58,13831.74,10%,Hyderabad,Offline,2023-01-16,16,January,2023,Windy,Yes
T03644,Device M,Electronics,7,3378.47,23649.29,0%,Bengaluru,Online,2022-05-03,3,May,2022,Windy,Yes
T03645,Device M,Groceries,16,3127.64,50042.24,20%,Ahmedabad,Online,2022-06-02,2,June,2022,Windy,Yes
T03646,Tool Z,Toys,11,840.29,9243.19,5%,Delhi,Offline,2022-12-07,7,December,2022,Foggy,Yes
T03647,Gadget X,Tools,1,2387.54,2387.54,20%,Mumbai,Online,2024-11-01,1,November,2024,Foggy,Yes
T03648,Widget A,Toys,2,2572.82,5145.64,20%,Pune,Online,2024-12-12,12,December,2024,Cloudy,No
T03649,Gadget Y,Groceries,6,127.46,764.76,10%,Mumbai,Offline,2024-07-06,6,July,2024,Foggy,No
T03650,Device M,Electronics,1,2756.36,2756.36,0%,Delhi,Offline,2023-02-24,24,February,2023,Cloudy,Yes
T03651,Device M,Home Appliances,16,3719.42,59510.72,0%,Pune,Offline,2023-07-24,24,July,2023,Foggy,No
T03652,Gadget Y,Toys,6,868.95,5213.7,0%,Kolkata,Offline,2022-02-07,7,February,2022,Foggy,No
T03653,Tool Z,Toys,8,4705.39,37643.12,5%,Ahmedabad,Online,2023-06-04,4,June,2023,Rainy,Yes
T03654,Gadget X,Tools,3,1338.34,4015.02,5%,Ahmedabad,Offline,2023-08-25,25,August,2023,Windy,Yes
T03655,Device M,Home Appliances,1,2570.55,2570.55,0%,Delhi,Online,2023-09-03,3,September,2023,Sunny,No
T03656,Widget B,Tools,16,4852.0,77632.0,20%,Mumbai,Offline,2023-06-21,21,June,2023,Windy,No
T03657,Widget B,Groceries,18,2185.27,39334.86,0%,Ahmedabad,Offline,2022-07-17,17,July,2022,Windy,No
T03658,Tool Z,Toys,18,4299.17,77385.06,15%,Hyderabad,Offline,2024-06-01,1,June,2024,Windy,No
T03659,Widget A,Groceries,17,526.68,8953.56,15%,Kolkata,Offline,2024-04-02,2,April,2024,Cloudy,No
T03660,Tool Z,Groceries,17,1142.05,19414.85,5%,Pune,Online,2022-11-05,5,November,2022,Windy,Yes
T03661,Tool Z,Electronics,6,2246.56,13479.36,10%,Ahmedabad,Online,2023-03-14,14,March,2023,Rainy,Yes
T03662,Tool Z,Groceries,10,3088.2,30882.0,5%,Chennai,Offline,2024-06-11,11,June,2024,Windy,No
T03663,Widget B,Tools,11,1989.89,21888.79,5%,Chennai,Offline,2023-11-04,4,November,2023,Cloudy,Yes
T03664,Device M,Groceries,9,3348.33,30134.97,20%,Bengaluru,Offline,2023-03-22,22,March,2023,Cloudy,No
T03665,Gadget X,Tools,14,2550.28,35703.92,15%,Bengaluru,Offline,2024-04-14,14,April,2024,Rainy,Yes
T03666,Widget B,Home Appliances,17,4542.75,77226.75,5%,Ahmedabad,Offline,2022-07-10,10,July,2022,Sunny,No
T03667,Device M,Toys,1,2046.87,2046.87,20%,Hyderabad,Online,2024-01-09,9,January,2024,Rainy,Yes
T03668,Gadget Y,Electronics,16,1325.93,21214.88,5%,Kolkata,Offline,2023-09-11,11,September,2023,Rainy,Yes
T03669,Device M,Toys,12,3997.92,47975.04,0%,Hyderabad,Offline,2024-11-21,21,November,2024,Windy,No
T03670,Gadget X,Home Appliances,16,1540.69,24651.04,15%,Delhi,Online,2024-08-11,11,August,2024,Rainy,Yes
T03671,Device M,Tools,9,1367.31,12305.79,15%,Mumbai,Offline,2024-02-22,22,February,2024,Sunny,Yes
T03672,Device M,Groceries,14,2694.18,37718.52,5%,Mumbai,Offline,2022-05-07,7,May,2022,Sunny,No
T03673,Widget A,Tools,14,289.08,4047.12,10%,Ahmedabad,Online,2024-06-10,10,June,2024,Cloudy,Yes
T03674,Widget A,Groceries,5,4648.03,23240.15,5%,Delhi,Online,2024-07-28,28,July,2024,Cloudy,No
T03675,Gadget X,Toys,2,899.15,1798.3,0%,Pune,Online,2022-11-18,18,November,2022,Rainy,No
T03676,Gadget X,Home Appliances,3,1482.5,4447.5,10%,Kolkata,Online,2024-06-20,20,June,2024,Rainy,No
T03677,Device M,Tools,10,3222.32,32223.2,15%,Hyderabad,Online,2024-09-02,2,September,2024,Foggy,Yes
T03678,Widget B,Electronics,10,1404.85,14048.5,0%,Hyderabad,Online,2024-07-23,23,July,2024,Sunny,Yes
T03679,Widget B,Electronics,1,138.63,138.63,15%,Pune,Online,2023-08-30,30,August,2023,Sunny,No
T03680,Gadget Y,Groceries,13,3892.54,50603.02,5%,Chennai,Online,2023-09-05,5,September,2023,Cloudy,Yes
T03681,Widget A,Electronics,13,2171.6,28230.8,20%,Delhi,Offline,2022-11-18,18,November,2022,Cloudy,Yes
T03682,Widget A,Home Appliances,7,786.09,5502.63,0%,Delhi,Offline,2023-05-08,8,May,2023,Windy,Yes
T03683,Tool Z,Electronics,2,233.57,467.14,0%,Delhi,Offline,2024-08-01,1,August,2024,Windy,Yes
T03684,Tool Z,Electronics,7,1418.96,9932.72,0%,Bengaluru,Online,2022-12-31,31,December,2022,Sunny,Yes
T03685,Widget B,Electronics,17,1330.5,22618.5,10%,Hyderabad,Online,2023-02-14,14,February,2023,Rainy,No
T03686,Tool Z,Home Appliances,6,2260.4,13562.4,10%,Chennai,Offline,2023-02-03,3,February,2023,Foggy,Yes
T03687,Widget B,Electronics,7,4887.37,34211.59,0%,Pune,Offline,2024-12-05,5,December,2024,Foggy,No
T03688,Tool Z,Electronics,16,1712.78,27404.48,10%,Mumbai,Offline,2024-11-13,13,November,2024,Sunny,Yes
T03689,Widget A,Electronics,6,3900.96,23405.76,5%,Delhi,Online,2023-01-28,28,January,2023,Sunny,No
T03690,Gadget X,Toys,2,2347.71,4695.42,5%,Pune,Online,2023-04-18,18,April,2023,Foggy,No
T03691,Device M,Toys,6,1141.02,6846.12,20%,Mumbai,Online,2024-09-19,19,September,2024,Sunny,Yes
T03692,Tool Z,Groceries,6,2878.37,17270.22,15%,Hyderabad,Offline,2022-07-24,24,July,2022,Rainy,No
T03693,Gadget Y,Home Appliances,7,388.82,2721.74,15%,Kolkata,Offline,2022-01-04,4,January,2022,Sunny,Yes
T03694,Device M,Toys,14,3660.7,51249.8,5%,Delhi,Offline,2024-08-09,9,August,2024,Cloudy,No
T03695,Gadget X,Electronics,5,2481.14,12405.7,5%,Ahmedabad,Offline,2022-10-12,12,October,2022,Sunny,Yes
T03696,Gadget X,Electronics,17,1543.1,26232.7,20%,Hyderabad,Online,2024-06-09,9,June,2024,Cloudy,Yes
T03697,Gadget Y,Home Appliances,17,4858.85,82600.45,5%,Hyderabad,Offline,2023-12-03,3,December,2023,Cloudy,Yes
T03698,Widget A,Toys,15,1217.8,18267.0,20%,Pune,Online,2023-02-14,14,February,2023,Cloudy,No
T03699,Widget A,Toys,18,3949.12,71084.16,10%,Chennai,Online,2024-04-22,22,April,2024,Windy,Yes
T03700,Gadget X,Toys,7,4097.62,28683.34,10%,Chennai,Online,2024-03-06,6,March,2024,Foggy,Yes
T03701,Widget B,Toys,1,1923.39,1923.39,20%,Kolkata,Online,2023-11-21,21,November,2023,Foggy,Yes
T03702,Device M,Tools,17,2876.53,48901.01,10%,Pune,Online,2022-11-24,24,November,2022,Rainy,No
T03703,Widget A,Groceries,11,2845.39,31299.29,15%,Hyderabad,Offline,2023-11-25,25,November,2023,Windy,No
T03704,Device M,Groceries,8,2339.76,18718.08,15%,Delhi,Online,2023-11-04,4,November,2023,Rainy,Yes
T03705,Widget A,Home Appliances,17,2763.35,46976.95,0%,Bengaluru,Offline,2023-12-06,6,December,2023,Foggy,No
T03706,Widget B,Tools,9,791.91,7127.19,20%,Chennai,Offline,2022-09-21,21,September,2022,Rainy,Yes
T03707,Tool Z,Tools,3,707.46,2122.38,15%,Pune,Online,2023-08-26,26,August,2023,Cloudy,Yes
T03708,Widget B,Electronics,7,952.1,6664.7,0%,Kolkata,Offline,2024-10-03,3,October,2024,Sunny,Yes
T03709,Gadget X,Toys,13,4094.61,53229.93,5%,Kolkata,Offline,2023-08-22,22,August,2023,Rainy,Yes
T03710,Device M,Home Appliances,15,723.64,10854.6,5%,Kolkata,Offline,2024-06-16,16,June,2024,Cloudy,Yes
T03711,Widget B,Groceries,15,2053.86,30807.9,0%,Hyderabad,Offline,2023-07-16,16,July,2023,Windy,No
T03712,Device M,Home Appliances,13,645.34,8389.42,20%,Pune,Online,2024-04-28,28,April,2024,Cloudy,No
T03713,Widget A,Electronics,18,3491.5,62847.0,20%,Kolkata,Online,2022-01-08,8,January,2022,Sunny,No
T03714,Gadget X,Groceries,10,3102.9,31029.0,0%,Ahmedabad,Online,2024-01-17,17,January,2024,Windy,No
T03715,Tool Z,Toys,15,796.88,11953.2,5%,Bengaluru,Offline,2023-09-22,22,September,2023,Cloudy,No
T03716,Gadget Y,Groceries,11,1264.78,13912.58,15%,Chennai,Online,2023-01-18,18,January,2023,Foggy,No
T03717,Device M,Home Appliances,15,3886.67,58300.05,15%,Pune,Online,2022-07-21,21,July,2022,Rainy,No
T03718,Device M,Tools,6,2099.63,12597.78,0%,Hyderabad,Online,2023-11-23,23,November,2023,Windy,Yes
T03719,Gadget Y,Toys,6,3684.99,22109.94,15%,Ahmedabad,Online,2024-10-22,22,October,2024,Cloudy,Yes
T03720,Widget A,Home Appliances,7,293.88,2057.16,20%,Pune,Offline,2023-12-06,6,December,2023,Cloudy,Yes
T03721,Tool Z,Electronics,7,2914.55,20401.85,10%,Bengaluru,Offline,2022-04-28,28,April,2022,Rainy,No
T03722,Device M,Groceries,6,2462.32,14773.92,20%,Kolkata,Offline,2022-07-02,2,July,2022,Sunny,No
T03723,Widget B,Home Appliances,17,2834.44,48185.48,20%,Ahmedabad,Offline,2024-09-08,8,September,2024,Sunny,No
T03724,Widget A,Groceries,11,3243.27,35675.97,5%,Hyderabad,Online,2022-01-10,10,January,2022,Rainy,No
T03725,Device M,Electronics,13,2360.82,30690.66,10%,Hyderabad,Offline,2023-05-23,23,May,2023,Windy,Yes
T03726,Tool Z,Groceries,2,1068.02,2136.04,10%,Mumbai,Offline,2022-02-19,19,February,2022,Foggy,No
T03727,Widget B,Toys,7,665.75,4660.25,20%,Bengaluru,Online,2022-11-07,7,November,2022,Cloudy,Yes
T03728,Widget A,Home Appliances,7,361.51,2530.57,0%,Bengaluru,Online,2023-06-29,29,June,2023,Rainy,No
T03729,Gadget Y,Home Appliances,18,3471.98,62495.64,20%,Mumbai,Offline,2023-05-29,29,May,2023,Sunny,Yes
T03730,Device M,Groceries,6,532.55,3195.3,20%,Ahmedabad,Offline,2024-09-19,19,September,2024,Rainy,No
T03731,Gadget X,Toys,3,453.37,1360.11,0%,Hyderabad,Offline,2023-09-30,30,September,2023,Sunny,Yes
T03732,Gadget Y,Toys,9,3731.0,33579.0,20%,Pune,Online,2024-12-04,4,December,2024,Rainy,No
T03733,Widget B,Toys,8,381.8,3054.4,0%,Ahmedabad,Online,2023-01-27,27,January,2023,Foggy,No
T03734,Gadget X,Home Appliances,12,1235.18,14822.16,0%,Delhi,Offline,2023-12-10,10,December,2023,Windy,No
T03735,Widget A,Tools,14,4618.85,64663.9,20%,Kolkata,Online,2024-03-02,2,March,2024,Sunny,Yes
T03736,Device M,Electronics,8,2375.19,19001.52,10%,Chennai,Offline,2022-09-01,1,September,2022,Rainy,No
T03737,Gadget Y,Electronics,8,1508.98,12071.84,20%,Delhi,Offline,2024-05-15,15,May,2024,Sunny,Yes
T03738,Gadget X,Electronics,13,2252.39,29281.07,10%,Ahmedabad,Offline,2022-07-25,25,July,2022,Sunny,No
T03739,Gadget Y,Home Appliances,11,2405.33,26458.63,15%,Mumbai,Online,2023-07-13,13,July,2023,Windy,No
T03740,Gadget Y,Groceries,11,2343.29,25776.19,10%,Hyderabad,Offline,2022-05-28,28,May,2022,Sunny,Yes
T03741,Tool Z,Toys,14,2522.46,35314.44,10%,Hyderabad,Offline,2024-07-15,15,July,2024,Foggy,Yes
T03742,Widget B,Home Appliances,9,2988.78,26899.02,20%,Chennai,Online,2023-06-11,11,June,2023,Rainy,No
T03743,Widget A,Groceries,12,2232.13,26785.56,0%,Hyderabad,Online,2024-04-13,13,April,2024,Foggy,No
T03744,Widget B,Toys,14,3344.86,46828.04,10%,Bengaluru,Online,2023-01-07,7,January,2023,Cloudy,No
T03745,Widget A,Tools,1,3220.85,3220.85,20%,Ahmedabad,Offline,2022-07-25,25,July,2022,Foggy,No
T03746,Device M,Toys,8,561.61,4492.88,15%,Kolkata,Online,2023-08-17,17,August,2023,Windy,No
T03747,Device M,Toys,17,1555.56,26444.52,10%,Bengaluru,Offline,2024-04-07,7,April,2024,Rainy,No
T03748,Widget A,Groceries,3,2822.98,8468.94,5%,Pune,Offline,2022-11-08,8,November,2022,Foggy,No
T03749,Widget A,Toys,10,3956.79,39567.9,15%,Pune,Online,2024-07-23,23,July,2024,Windy,Yes
T03750,Widget B,Groceries,5,500.88,2504.4,10%,Mumbai,Offline,2023-03-18,18,March,2023,Cloudy,No
T03751,Gadget X,Tools,10,2203.29,22032.9,20%,Delhi,Offline,2023-06-14,14,June,2023,Cloudy,Yes
T03752,Widget A,Home Appliances,13,1639.22,21309.86,0%,Mumbai,Offline,2024-11-01,1,November,2024,Rainy,Yes
T03753,Device M,Toys,18,1733.62,31205.16,10%,Bengaluru,Offline,2022-06-05,5,June,2022,Rainy,Yes
T03754,Gadget Y,Home Appliances,18,388.05,6984.9,5%,Pune,Online,2023-09-11,11,September,2023,Cloudy,No
T03755,Gadget X,Toys,10,4652.47,46524.7,10%,Mumbai,Offline,2023-07-26,26,July,2023,Foggy,No
T03756,Gadget X,Groceries,9,1223.09,11007.81,20%,Mumbai,Online,2023-12-07,7,December,2023,Sunny,No
T03757,Gadget X,Home Appliances,17,3061.89,52052.13,15%,Bengaluru,Online,2024-07-12,12,July,2024,Cloudy,No
T03758,Widget B,Tools,17,3237.45,55036.65,15%,Delhi,Online,2023-08-14,14,August,2023,Foggy,Yes
T03759,Gadget X,Toys,14,2321.03,32494.42,20%,Pune,Online,2022-10-05,5,October,2022,Sunny,No
T03760,Tool Z,Toys,8,3153.29,25226.32,10%,Delhi,Offline,2023-06-18,18,June,2023,Rainy,Yes
T03761,Widget A,Electronics,1,694.2,694.2,0%,Chennai,Online,2022-09-22,22,September,2022,Cloudy,No
T03762,Tool Z,Toys,3,327.27,981.81,10%,Hyderabad,Online,2022-07-09,9,July,2022,Foggy,Yes
T03763,Device M,Home Appliances,2,530.75,1061.5,20%,Kolkata,Online,2022-01-05,5,January,2022,Cloudy,Yes
T03764,Widget B,Tools,17,2933.63,49871.71,20%,Hyderabad,Offline,2024-04-17,17,April,2024,Cloudy,No
T03765,Tool Z,Toys,13,2895.26,37638.38,15%,Bengaluru,Offline,2023-07-25,25,July,2023,Foggy,Yes
T03766,Tool Z,Electronics,8,3323.14,26585.12,20%,Bengaluru,Offline,2022-10-19,19,October,2022,Sunny,No
T03767,Tool Z,Home Appliances,3,372.05,1116.15,5%,Pune,Online,2022-12-21,21,December,2022,Foggy,Yes
T03768,Widget B,Electronics,1,4143.36,4143.36,15%,Mumbai,Online,2023-08-26,26,August,2023,Windy,No
T03769,Device M,Electronics,3,3707.24,11121.72,20%,Mumbai,Online,2023-12-29,29,December,2023,Foggy,No
T03770,Widget A,Groceries,15,1480.45,22206.75,5%,Hyderabad,Online,2023-07-25,25,July,2023,Foggy,No
T03771,Device M,Toys,15,3518.95,52784.25,5%,Ahmedabad,Online,2024-09-24,24,September,2024,Foggy,Yes
T03772,Widget A,Home Appliances,15,4483.29,67249.35,15%,Delhi,Offline,2022-05-21,21,May,2022,Rainy,Yes
T03773,Widget A,Electronics,11,1560.77,17168.47,15%,Hyderabad,Offline,2024-07-07,7,July,2024,Cloudy,No
T03774,Widget A,Toys,12,1435.69,17228.28,15%,Chennai,Online,2024-12-08,8,December,2024,Cloudy,No
T03775,Gadget Y,Electronics,10,609.7,6097.0,20%,Delhi,Offline,2024-11-06,6,November,2024,Sunny,Yes
T03776,Gadget Y,Electronics,15,1947.91,29218.65,10%,Mumbai,Offline,2023-02-15,15,February,2023,Rainy,Yes
T03777,Gadget X,Electronics,6,3210.24,19261.44,5%,Mumbai,Offline,2024-08-20,20,August,2024,Windy,Yes
T03778,Widget B,Home Appliances,7,1109.42,7765.94,15%,Kolkata,Online,2023-11-23,23,November,2023,Sunny,No
T03779,Widget A,Home Appliances,4,2766.49,11065.96,5%,Delhi,Offline,2022-04-07,7,April,2022,Cloudy,No
T03780,Widget B,Tools,10,709.89,7098.9,0%,Ahmedabad,Offline,2023-10-17,17,October,2023,Cloudy,No
T03781,Tool Z,Tools,10,4223.71,42237.1,5%,Bengaluru,Offline,2023-06-19,19,June,2023,Foggy,Yes
T03782,Widget A,Groceries,11,2126.84,23395.24,20%,Delhi,Online,2023-03-18,18,March,2023,Sunny,No
T03783,Tool Z,Tools,4,4884.81,19539.24,10%,Hyderabad,Online,2022-11-17,17,November,2022,Foggy,Yes
T03784,Widget A,Groceries,15,1908.93,28633.95,5%,Mumbai,Offline,2023-05-28,28,May,2023,Cloudy,Yes
T03785,Widget A,Tools,1,3866.29,3866.29,20%,Mumbai,Offline,2022-03-19,19,March,2022,Foggy,No
T03786,Device M,Home Appliances,2,4522.38,9044.76,0%,Mumbai,Offline,2022-03-11,11,March,2022,Windy,No
T03787,Gadget Y,Toys,14,94.29,1320.06,0%,Ahmedabad,Offline,2024-01-30,30,January,2024,Windy,Yes
T03788,Widget B,Electronics,3,2864.09,8592.27,10%,Hyderabad,Online,2022-05-21,21,May,2022,Rainy,Yes
T03789,Gadget X,Groceries,4,4056.23,16224.92,15%,Bengaluru,Offline,2024-02-01,1,February,2024,Foggy,No
T03790,Device M,Toys,11,215.25,2367.75,20%,Delhi,Online,2023-12-18,18,December,2023,Sunny,No
T03791,Gadget X,Toys,19,3983.87,75693.53,10%,Chennai,Offline,2022-05-22,22,May,2022,Foggy,No
T03792,Gadget Y,Home Appliances,17,2511.49,42695.33,0%,Chennai,Online,2024-07-05,5,July,2024,Windy,No
T03793,Device M,Groceries,4,2948.39,11793.56,15%,Mumbai,Online,2023-10-15,15,October,2023,Windy,No
T03794,Widget B,Tools,6,1150.16,6900.96,0%,Chennai,Online,2024-12-27,27,December,2024,Windy,Yes
T03795,Device M,Tools,16,3980.36,63685.76,0%,Mumbai,Online,2024-01-30,30,January,2024,Cloudy,No
T03796,Widget A,Tools,16,2780.46,44487.36,5%,Mumbai,Offline,2022-08-25,25,August,2022,Windy,Yes
T03797,Gadget Y,Groceries,14,3554.64,49764.96,20%,Pune,Online,2023-09-23,23,September,2023,Cloudy,Yes
T03798,Device M,Tools,5,4584.98,22924.9,5%,Bengaluru,Online,2023-10-24,24,October,2023,Rainy,Yes
T03799,Tool Z,Groceries,16,1307.53,20920.48,15%,Chennai,Online,2023-11-23,23,November,2023,Sunny,No
T03800,Widget A,Electronics,1,1025.32,1025.32,0%,Bengaluru,Online,2024-02-22,22,February,2024,Foggy,Yes
T03801,Device M,Tools,19,4426.11,84096.09,5%,Bengaluru,Online,2022-06-12,12,June,2022,Rainy,No
T03802,Widget A,Tools,12,1217.36,14608.32,20%,Delhi,Offline,2024-05-03,3,May,2024,Rainy,Yes
T03803,Tool Z,Electronics,3,4495.01,13485.03,0%,Kolkata,Offline,2022-02-05,5,February,2022,Rainy,Yes
T03804,Device M,Tools,3,4788.65,14365.95,20%,Delhi,Offline,2023-11-15,15,November,2023,Foggy,No
T03805,Widget A,Groceries,3,4144.12,12432.36,15%,Chennai,Online,2023-07-01,1,July,2023,Rainy,No
T03806,Gadget Y,Groceries,9,820.53,7384.77,15%,Mumbai,Online,2024-07-15,15,July,2024,Cloudy,No
T03807,Device M,Tools,14,1764.67,24705.38,0%,Mumbai,Online,2023-04-18,18,April,2023,Sunny,No
T03808,Widget A,Home Appliances,18,1397.93,25162.74,5%,Ahmedabad,Online,2022-06-16,16,June,2022,Sunny,No
T03809,Device M,Home Appliances,1,1743.78,1743.78,10%,Ahmedabad,Online,2023-09-07,7,September,2023,Sunny,No
T03810,Tool Z,Groceries,15,4157.34,62360.1,5%,Hyderabad,Offline,2022-06-15,15,June,2022,Cloudy,Yes
T03811,Widget A,Electronics,12,1328.56,15942.72,15%,Hyderabad,Online,2023-06-13,13,June,2023,Foggy,Yes
T03812,Gadget Y,Home Appliances,6,1707.96,10247.76,0%,Hyderabad,Offline,2022-11-09,9,November,2022,Sunny,Yes
T03813,Tool Z,Home Appliances,4,4620.64,18482.56,20%,Bengaluru,Offline,2023-06-02,2,June,2023,Cloudy,No
T03814,Tool Z,Home Appliances,12,4677.98,56135.76,0%,Chennai,Online,2024-04-21,21,April,2024,Cloudy,Yes
T03815,Widget B,Tools,16,3233.91,51742.56,15%,Chennai,Online,2022-04-14,14,April,2022,Windy,Yes
T03816,Gadget X,Tools,9,2033.72,18303.48,20%,Kolkata,Offline,2023-04-20,20,April,2023,Cloudy,Yes
T03817,Gadget X,Electronics,9,1702.69,15324.21,15%,Ahmedabad,Online,2022-01-24,24,January,2022,Windy,No
T03818,Widget B,Electronics,4,3510.72,14042.88,10%,Bengaluru,Offline,2023-05-22,22,May,2023,Rainy,No
T03819,Tool Z,Tools,14,739.68,10355.52,10%,Hyderabad,Offline,2024-06-16,16,June,2024,Rainy,Yes
T03820,Tool Z,Home Appliances,14,4547.02,63658.28,20%,Hyderabad,Offline,2022-02-03,3,February,2022,Windy,Yes
T03821,Device M,Tools,12,4382.45,52589.4,10%,Chennai,Offline,2023-09-01,1,September,2023,Foggy,No
T03822,Gadget Y,Toys,14,320.42,4485.88,20%,Hyderabad,Online,2024-03-13,13,March,2024,Windy,No
T03823,Tool Z,Home Appliances,12,2011.53,24138.36,20%,Delhi,Offline,2024-04-09,9,April,2024,Windy,Yes
T03824,Tool Z,Toys,10,121.98,1219.8,5%,Hyderabad,Online,2023-07-11,11,July,2023,Cloudy,No
T03825,Device M,Electronics,7,3038.31,21268.17,20%,Hyderabad,Online,2024-01-29,29,January,2024,Windy,No
T03826,Gadget Y,Toys,8,282.85,2262.8,5%,Kolkata,Offline,2024-11-02,2,November,2024,Sunny,No
T03827,Gadget Y,Electronics,6,1345.89,8075.34,20%,Delhi,Online,2022-04-11,11,April,2022,Windy,Yes
T03828,Widget A,Toys,11,4209.28,46302.08,10%,Kolkata,Offline,2023-07-23,23,July,2023,Foggy,Yes
T03829,Gadget X,Toys,7,120.42,842.94,20%,Hyderabad,Online,2023-07-12,12,July,2023,Windy,No
T03830,Device M,Tools,13,315.27,4098.51,20%,Bengaluru,Online,2023-08-14,14,August,2023,Rainy,No
T03831,Gadget Y,Groceries,3,1055.84,3167.52,15%,Delhi,Online,2023-03-15,15,March,2023,Foggy,No
T03832,Gadget Y,Electronics,15,4191.08,62866.2,10%,Pune,Online,2023-12-25,25,December,2023,Foggy,No
T03833,Widget B,Tools,10,2399.32,23993.2,15%,Delhi,Offline,2024-03-03,3,March,2024,Foggy,Yes
T03834,Gadget X,Tools,1,3850.27,3850.27,20%,Bengaluru,Online,2022-02-23,23,February,2022,Cloudy,No
T03835,Widget B,Tools,2,2007.09,4014.18,15%,Kolkata,Online,2022-11-29,29,November,2022,Sunny,No
T03836,Device M,Home Appliances,19,128.09,2433.71,20%,Ahmedabad,Offline,2022-04-30,30,April,2022,Windy,No
T03837,Tool Z,Tools,18,4130.23,74344.14,20%,Kolkata,Online,2024-06-28,28,June,2024,Windy,No
T03838,Widget A,Electronics,3,4542.9,13628.7,20%,Delhi,Online,2024-10-08,8,October,2024,Rainy,Yes
T03839,Gadget Y,Groceries,2,3470.69,6941.38,15%,Delhi,Offline,2023-01-13,13,January,2023,Rainy,No
T03840,Gadget Y,Tools,7,1301.5,9110.5,5%,Bengaluru,Online,2023-06-20,20,June,2023,Rainy,Yes
T03841,Tool Z,Electronics,4,1977.04,7908.16,10%,Bengaluru,Offline,2022-03-28,28,March,2022,Cloudy,Yes
T03842,Widget A,Electronics,13,4213.92,54780.96,10%,Pune,Online,2022-03-18,18,March,2022,Rainy,No
T03843,Gadget X,Home Appliances,14,2088.83,29243.62,10%,Bengaluru,Online,2024-01-30,30,January,2024,Cloudy,No
T03844,Widget B,Electronics,9,1431.5,12883.5,0%,Chennai,Online,2024-06-13,13,June,2024,Rainy,No
T03845,Tool Z,Home Appliances,7,1660.4,11622.8,15%,Chennai,Online,2023-01-12,12,January,2023,Cloudy,Yes
T03846,Gadget Y,Toys,3,902.47,2707.41,10%,Hyderabad,Online,2023-06-24,24,June,2023,Sunny,Yes
T03847,Widget A,Tools,1,4430.56,4430.56,10%,Hyderabad,Offline,2024-07-17,17,July,2024,Rainy,No
T03848,Device M,Groceries,17,1660.34,28225.78,10%,Delhi,Online,2024-07-10,10,July,2024,Cloudy,Yes
T03849,Tool Z,Groceries,7,1985.36,13897.52,0%,Pune,Online,2024-06-09,9,June,2024,Cloudy,Yes
T03850,Tool Z,Tools,8,3878.76,31030.08,10%,Ahmedabad,Offline,2022-01-07,7,January,2022,Sunny,No
T03851,Widget A,Electronics,3,1696.36,5089.08,5%,Bengaluru,Online,2022-12-15,15,December,2022,Windy,Yes
T03852,Widget A,Home Appliances,18,1092.38,19662.84,20%,Pune,Offline,2023-11-30,30,November,2023,Sunny,Yes
T03853,Gadget Y,Home Appliances,7,2346.68,16426.76,10%,Hyderabad,Online,2023-04-30,30,April,2023,Cloudy,No
T03854,Gadget X,Home Appliances,7,2821.14,19747.98,0%,Hyderabad,Online,2023-11-13,13,November,2023,Rainy,No
T03855,Widget A,Home Appliances,16,4900.09,78401.44,5%,Chennai,Offline,2023-09-12,12,September,2023,Windy,Yes
T03856,Tool Z,Groceries,1,1176.24,1176.24,20%,Hyderabad,Offline,2023-08-30,30,August,2023,Foggy,Yes
T03857,Gadget Y,Toys,2,1411.54,2823.08,15%,Delhi,Online,2022-10-18,18,October,2022,Windy,No
T03858,Tool Z,Electronics,15,801.95,12029.25,15%,Chennai,Online,2022-01-22,22,January,2022,Cloudy,No
